Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
US,2020-03-25 23:33:19,0,0,0,36.85699301,-83.21899516
US,2020-03-25 23:33:19,0,0,0,40.17658508,-99.40438879
US,2020-03-25 23:33:19,0,0,0,34.7440135,-99.84741652
US,2020-03-25 23:33:19,10,0,0,35.36731853,-78.87243571
US,2020-03-25 23:33:19,0,0,0,43.06422669,-118.96663059999999
US,2020-03-25 23:33:19,0,0,0,37.19175361,-98.07578384
US,2020-03-25 23:33:19,0,0,0,36.78836519,-99.6679804
US,2020-03-25 23:33:19,1,0,0,32.73709786,-84.90538572
US,2020-03-25 23:33:19,185,1,0,29.85864939,-95.39339521
US,2020-03-25 23:33:19,2,0,0,38.19467379,-86.10948271
US,2020-03-25 23:33:19,3,0,0,41.68330137,-95.81558439
US,2020-03-25 23:33:19,10,0,0,38.44188174,-84.32869741
US,2020-03-25 23:33:19,25,0,0,30.51359752,-89.12467576
US,2020-03-25 23:33:19,0,0,0,40.35570088,-93.99222144
US,2020-03-25 23:33:19,0,0,0,40.29380509,-81.09068544
US,2020-03-25 23:33:19,0,0,0,32.54935988,-94.36934071
US,2020-03-25 23:33:19,3,0,0,39.2853852,-80.37919577
US,2020-03-25 23:33:19,2,0,0,38.43542574,-78.87536254
US,2020-03-25 23:33:19,0,0,0,34.34626973,-82.96567682
US,2020-03-25 23:33:19,0,0,0,37.29943898,-85.88461055
US,2020-03-25 23:33:19,116,2,0,41.80283011,-72.73103891
US,2020-03-25 23:33:19,0,0,0,35.84008013,-102.6029022
US,2020-03-25 23:33:19,0,0,0,38.04293782,-97.42747573
US,2020-03-25 23:33:19,0,0,0,37.562039399999996,-100.8710738
US,2020-03-25 23:33:19,0,0,0,35.22257600000001,-95.11513306
US,2020-03-25 23:33:19,0,0,0,33.17823584,-99.73037358
US,2020-03-25 23:33:19,2,0,0,19.60121157,-155.5210167
US,2020-03-25 23:33:19,1,0,0,36.44355426,-82.94885298
US,2020-03-25 23:33:19,0,0,0,40.52451972,-101.0603568
US,2020-03-25 23:33:19,10,0,0,30.05669873,-98.02944344
US,2020-03-25 23:33:19,0,0,0,35.55269063,-82.98196486
US,2020-03-25 23:33:19,0,0,0,35.58332824,-89.28536625
US,2020-03-25 23:33:19,1,0,0,33.29686567,-85.12886832
US,2020-03-25 23:33:19,0,0,0,35.83764858,-100.2703577
US,2020-03-25 23:33:19,1,0,0,33.73325583,-93.66935133
US,2020-03-25 23:33:19,0,0,0,40.81908672,-90.92491462
US,2020-03-25 23:33:19,2,0,0,37.79344553,-87.57392021
US,2020-03-25 23:33:19,2,0,0,35.33788927,-82.4766782
US,2020-03-25 23:33:19,0,0,0,35.65581134,-88.38600175
US,2020-03-25 23:33:19,0,0,0,32.21128872,-95.85846587
US,2020-03-25 23:33:19,15,0,0,39.76719009,-86.51037283
US,2020-03-25 23:33:19,0,0,0,26.55386945,-81.16469006
US,2020-03-25 23:33:19,111,0,0,45.00761521,-93.47694895
US,2020-03-25 23:33:19,20,2,0,37.53460572,-77.39326555
US,2020-03-25 23:33:19,0,0,0,31.51148016,-85.24267944
US,2020-03-25 23:33:19,13,0,0,33.4533428,-84.14814659999998
US,2020-03-25 23:33:19,0,0,0,41.3533994,-90.13296166
US,2020-03-25 23:33:19,0,0,0,39.93029017,-85.39625719
US,2020-03-25 23:33:19,1,0,0,40.98767962,-91.54436349
US,2020-03-25 23:33:19,0,0,0,38.44942688,-85.11587507
US,2020-03-25 23:33:19,1,0,0,38.38482826,-93.79293734
US,2020-03-25 23:33:19,0,0,0,41.333964200000004,-84.06830637
US,2020-03-25 23:33:19,0,0,0,36.33160906,-88.30121797
US,2020-03-25 23:33:19,0,0,0,36.68542395,-79.87634026
US,2020-03-25 23:33:19,5,0,0,43.42034246,-74.96145307
US,2020-03-25 23:33:19,8,0,0,28.55364461,-82.42700204
US,2020-03-25 23:33:19,2,0,0,36.3607755,-76.98104134
US,2020-03-25 23:33:19,0,0,0,46.43375068,-102.4632417
US,2020-03-25 23:33:19,0,0,0,36.67948079999999,-88.97875928
US,2020-03-25 23:33:19,0,0,0,35.80609681,-87.47643507
US,2020-03-25 23:33:19,0,0,0,37.94163617,-93.3203037
US,2020-03-25 23:33:19,0,0,0,31.91383467,-108.7151824
US,2020-03-25 23:33:19,7,0,0,26.39418217,-98.18299696
US,2020-03-25 23:33:19,1,0,0,39.1839264,-83.60331456
US,2020-03-25 23:33:19,0,0,0,38.35799465,-79.56124594
US,2020-03-25 23:33:19,4,0,0,27.34254618,-81.34071957
US,2020-03-25 23:33:19,1,0,0,48.62879827,-110.1129252
US,2020-03-25 23:33:19,0,0,0,31.99045053,-97.13423143
US,2020-03-25 23:33:19,106,0,0,27.9276559,-82.32013172
US,2020-03-25 23:33:19,20,1,0,42.91537785,-71.7200253
US,2020-03-25 23:33:19,2,0,0,41.88753639,-84.59312019
US,2020-03-25 23:33:19,38,0,0,32.2656285,-90.44435448
US,2020-03-25 23:33:19,1,0,0,37.82247444,-107.3004345
US,2020-03-25 23:33:19,0,0,0,40.17609175,-101.04164770000001
US,2020-03-25 23:33:19,0,0,0,39.49537927,-82.47991446
US,2020-03-25 23:33:19,5,0,0,33.60771256,-102.3431676
US,2020-03-25 23:33:19,0,0,0,38.08780079,-99.89829881
US,2020-03-25 23:33:19,2,0,0,35.01888303,-79.23651674
US,2020-03-25 23:33:19,0,0,0,30.86747479,-85.81319222
US,2020-03-25 23:33:19,7,1,0,33.12345854,-90.08923538
US,2020-03-25 23:33:19,0,0,0,40.56163713,-81.92635677
US,2020-03-25 23:33:19,0,0,0,40.09799248,-95.21638879999999
US,2020-03-25 23:33:19,0,0,0,42.45522056,-98.78402558
US,2020-03-25 23:33:19,58,0,0,21.45803166,-157.97121819999995
US,2020-03-25 23:33:19,0,0,0,32.42990927,-97.83242024
US,2020-03-25 23:33:19,1,0,0,45.51872811,-121.65520359999998
US,2020-03-25 23:33:19,0,0,0,41.91586243,-101.1354293
US,2020-03-25 23:33:19,0,0,0,58.29307365,-135.64244240000002
US,2020-03-25 23:33:19,0,0,0,37.29186313,-77.29754684
US,2020-03-25 23:33:19,0,0,0,37.30939025,-87.54670406
US,2020-03-25 23:33:19,1,0,0,33.14875072,-95.56351139
US,2020-03-25 23:33:19,20,1,0,33.9212828,-78.99555293
US,2020-03-25 23:33:19,1,0,0,34.31709259,-92.95396325
US,2020-03-25 23:33:19,0,0,0,43.71930657,-108.44231740000001
US,2020-03-25 23:33:19,0,0,0,46.89988536,-88.68495385
US,2020-03-25 23:33:19,2,0,0,31.15197924,-85.29939599
US,2020-03-25 23:33:19,5,0,0,32.45802497,-83.66879087
US,2020-03-25 23:33:19,0,0,0,43.67129565,-91.49143057
US,2020-03-25 23:33:19,3,0,0,36.28872054,-87.71878828
US,2020-03-25 23:33:19,0,0,0,31.31925973,-95.42226208
US,2020-03-25 23:33:19,0,0,0,34.09007427,-93.9934871
US,2020-03-25 23:33:19,6,1,0,40.48527731,-86.11351892
US,2020-03-25 23:33:19,0,0,0,43.35671042,-92.31702714
US,2020-03-25 23:33:19,35,0,0,39.25305293,-76.93126208
US,2020-03-25 23:33:19,0,0,0,39.1435761,-92.69756691
US,2020-03-25 23:33:19,0,0,0,41.2200529,-98.5166499
US,2020-03-25 23:33:19,0,0,0,32.30621324,-101.4356444
US,2020-03-25 23:33:19,0,0,0,36.77383887,-91.88683935
US,2020-03-25 23:33:19,0,0,0,47.10778564,-94.91693868
US,2020-03-25 23:33:19,260,1,0,40.73766234,-74.07515667
US,2020-03-25 23:33:19,0,0,0,31.45628381,-105.388178
US,2020-03-25 23:33:19,1,0,0,37.68473101,-104.9612585
US,2020-03-25 23:33:19,0,0,0,35.04912569,-96.24921145
US,2020-03-25 23:33:19,1,0,0,44.39091534,-99.99661148
US,2020-03-25 23:33:19,5,0,0,40.69923009,-123.876044
US,2020-03-25 23:33:19,0,0,0,42.7764426,-94.20722537
US,2020-03-25 23:33:19,0,0,0,41.40692186,-118.11094270000001
US,2020-03-25 23:33:19,1,0,0,33.12825718,-90.52252707
US,2020-03-25 23:33:19,0,0,0,36.03958805,-87.77992872
US,2020-03-25 23:33:19,1,0,0,33.12351514,-96.08551032
US,2020-03-25 23:33:19,25,0,0,40.56335249,-74.91284156
US,2020-03-25 23:33:19,0,0,0,40.42162652,-77.97673273
US,2020-03-25 23:33:19,0,0,0,40.82907273,-85.48822092
US,2020-03-25 23:33:19,0,0,0,43.83353985,-83.04078453
US,2020-03-25 23:33:19,2,0,0,41.14651175,-82.59867951
US,2020-03-25 23:33:19,0,0,0,43.33449012,-97.75536441
US,2020-03-25 23:33:19,0,0,0,35.84006574,-101.3546643
US,2020-03-25 23:33:19,1,0,0,35.42017674,-76.15180542
US,2020-03-25 23:33:19,0,0,0,44.54747703,-99.48572582
US,2020-03-25 23:33:19,2,0,0,29.86803617,-91.75871777
US,2020-03-25 23:33:19,14,1,0,30.25734305,-91.3499598
US,2020-03-25 23:33:19,0,0,0,42.38696136,-95.51355387
US,2020-03-25 23:33:19,0,0,0,45.84721541,-115.4634436
US,2020-03-25 23:33:19,9,0,0,33.0393082,-115.36690420000001
US,2020-03-25 23:33:19,3,0,0,35.74242707,-91.57001641
US,2020-03-25 23:33:19,12,0,0,27.69308961,-80.60556721
US,2020-03-25 23:33:19,0,0,0,40.65241041,-79.08963285
US,2020-03-25 23:33:19,18,0,0,42.59716886,-84.37472069
US,2020-03-25 23:33:19,1,0,0,36.51112084,-117.41119779999998
US,2020-03-25 23:33:19,0,0,0,42.94502238,-85.07413319
US,2020-03-25 23:33:19,1,0,0,44.35486835,-83.63484895
US,2020-03-25 23:33:19,0,0,0,41.68630265,-92.0643373
US,2020-03-25 23:33:19,3,0,0,43.00050278,-90.13469017
US,2020-03-25 23:33:19,11,0,0,35.80950511,-80.8743128
US,2020-03-25 23:33:19,0,0,0,31.30375559,-100.982439
US,2020-03-25 23:33:19,0,0,0,46.20974132,-88.53136251
US,2020-03-25 23:33:19,0,0,0,37.55487945,-90.7735296
US,2020-03-25 23:33:19,0,0,0,37.85903620000001,-113.28973810000001
US,2020-03-25 23:33:19,0,0,0,46.26302338,-90.24295041
US,2020-03-25 23:33:19,0,0,0,40.74717633,-87.82466784
US,2020-03-25 23:33:19,2,0,0,31.60213036,-83.27501387
US,2020-03-25 23:33:19,2,0,0,43.64060976,-84.84664923
US,2020-03-25 23:33:19,0,0,0,45.56181234,-93.29487636
US,2020-03-25 23:33:19,38,1,0,48.14713305,-122.5216407
US,2020-03-25 23:33:19,2,0,0,36.90579348,-76.70842863
US,2020-03-25 23:33:19,0,0,0,32.72531359,-90.97392828
US,2020-03-25 23:33:19,0,0,0,47.51009045,-93.63092229
US,2020-03-25 23:33:19,3,0,0,34.27993475,-88.3606733
US,2020-03-25 23:33:19,0,0,0,36.09604046,-91.90847954
US,2020-03-25 23:33:19,0,0,0,33.23377248,-98.17283469
US,2020-03-25 23:33:19,2,1,0,34.78144169,-85.99750489
US,2020-03-25 23:33:19,0,0,0,35.59802983,-91.21494602
US,2020-03-25 23:33:19,0,0,0,40.66593870000001,-106.3408905
US,2020-03-25 23:33:19,1,0,0,30.795459700000002,-85.21500423
US,2020-03-25 23:33:19,1,0,0,34.13794553,-83.56814788
US,2020-03-25 23:33:19,1,0,0,37.78595185,-89.38232563
US,2020-03-25 23:33:19,1,0,0,38.90915820000001,-86.03851889
US,2020-03-25 23:33:19,0,0,0,42.17178824,-90.57354837
US,2020-03-25 23:33:19,1,0,0,39.41673394,-95.79356799
US,2020-03-25 23:33:19,0,0,0,37.41866422,-83.99825483
US,2020-03-25 23:33:19,1,0,0,32.30251776,-92.55692092
US,2020-03-25 23:33:19,12,0,0,42.24807035,-84.42258681
US,2020-03-25 23:33:19,1,0,0,43.67423373,-95.15398258
US,2020-03-25 23:33:19,12,0,0,30.54020656,-88.64184064
US,2020-03-25 23:33:19,17,1,0,39.01002188,-94.34724536
US,2020-03-25 23:33:19,1,0,0,35.28814273,-83.14093385
US,2020-03-25 23:33:19,0,0,0,39.01914254,-82.61818559999998
US,2020-03-25 23:33:19,1,0,0,34.58781741,-99.41138784
US,2020-03-25 23:33:19,4,0,0,42.43201126,-122.72893090000001
US,2020-03-25 23:33:19,0,0,0,43.69318385,-101.6255063
US,2020-03-25 23:33:19,0,0,0,36.36380466,-85.67239905
US,2020-03-25 23:33:19,0,0,0,28.95472367,-96.57749563
US,2020-03-25 23:33:19,2,0,0,38.84263974,-81.68148753
US,2020-03-25 23:33:19,0,0,0,44.31864893,-90.80566792
US,2020-03-25 23:33:19,41,2,0,37.31156958,-76.76950618
US,2020-03-25 23:33:19,2,0,0,33.31535543,-83.68844964
US,2020-03-25 23:33:19,0,0,0,39.01054275,-88.15437049
US,2020-03-25 23:33:19,1,0,0,41.02078733,-87.11553319
US,2020-03-25 23:33:19,1,0,0,41.68576082,-93.05567785
US,2020-03-25 23:33:19,0,0,0,32.01922104,-89.11786866
US,2020-03-25 23:33:19,2,0,0,37.20351921,-94.34050458
US,2020-03-25 23:33:19,2,0,0,32.43171982,-81.02487495
US,2020-03-25 23:33:19,0,0,0,30.74685667,-94.02667579
US,2020-03-25 23:33:19,0,0,0,40.43781032,-85.00576229
US,2020-03-25 23:33:19,0,0,0,31.80405727,-82.63724870000001
US,2020-03-25 23:33:19,0,0,0,30.71490589,-104.1399973
US,2020-03-25 23:33:19,129,0,0,33.55554728,-86.89506300000002
US,2020-03-25 23:33:19,22,0,0,34.26767081,-91.92619839
US,2020-03-25 23:33:19,93,2,0,39.58635604,-105.2517692
US,2020-03-25 23:33:19,0,0,0,30.43669112,-83.89442308
US,2020-03-25 23:33:19,0,0,0,33.05867328,-82.41609057
US,2020-03-25 23:33:19,2,0,0,43.82078483,-112.3131749
US,2020-03-25 23:33:19,0,0,0,38.29980057,-88.9240025
US,2020-03-25 23:33:19,0,0,0,38.78576239,-85.43633383
US,2020-03-25 23:33:19,0,0,0,41.03192394,-91.94849466
US,2020-03-25 23:33:19,0,0,0,39.2347941,-95.38289232
US,2020-03-25 23:33:19,35,2,0,38.18664655,-85.65931031
US,2020-03-25 23:33:19,359,7,0,29.74075478,-90.11115756
US,2020-03-25 23:33:19,0,0,0,31.73397872,-91.03764977
US,2020-03-25 23:33:19,5,0,0,38.25926778,-90.53870896
US,2020-03-25 23:33:19,1,0,0,46.14907081,-112.094396
US,2020-03-25 23:33:19,0,0,0,40.17584531,-97.142601
US,2020-03-25 23:33:19,2,0,0,44.04200959,-75.94653457
US,2020-03-25 23:33:19,0,0,0,40.38614126,-80.76259514
US,2020-03-25 23:33:19,0,0,0,34.11130184,-97.83182974
US,2020-03-25 23:33:19,0,0,0,44.62806839,-121.17832
US,2020-03-25 23:33:19,0,0,0,41.12913106,-78.9986361
US,2020-03-25 23:33:19,4,0,0,36.04818632,-83.45148924
US,2020-03-25 23:33:19,6,0,0,29.8832777,-94.16434171
US,2020-03-25 23:33:19,9,0,0,47.75003077,-123.56097040000002
US,2020-03-25 23:33:19,3,0,0,39.30776166,-77.86014147
US,2020-03-25 23:33:19,5,0,0,43.02054068,-88.77529134
US,2020-03-25 23:33:19,1,0,0,30.26896765,-92.81210004
US,2020-03-25 23:33:19,0,0,0,31.56884708,-89.82670990000004
US,2020-03-25 23:33:19,0,0,0,32.79248718,-81.96040187
US,2020-03-25 23:33:19,3,0,0,38.99588883,-85.62710784
US,2020-03-25 23:33:19,0,0,0,44.06637798,-98.62965972
US,2020-03-25 23:33:19,0,0,0,42.68891267,-114.2655033
US,2020-03-25 23:33:19,0,0,0,39.08869046,-90.35393073
US,2020-03-25 23:33:19,1,0,0,37.87119786,-84.58252003
US,2020-03-25 23:33:19,0,0,0,39.78470589,-98.21820662
US,2020-03-25 23:33:19,0,0,0,27.04453923,-98.69681870000001
US,2020-03-25 23:33:19,0,0,0,27.73103938,-98.0904705
US,2020-03-25 23:33:19,1,0,0,42.36542373,-90.21094405
US,2020-03-25 23:33:19,0,0,0,35.56759135,-93.46036368
US,2020-03-25 23:33:19,0,0,0,32.70211082,-82.66166794
US,2020-03-25 23:33:19,0,0,0,37.45939802,-88.88165419
US,2020-03-25 23:33:19,24,3,0,39.48994426,-86.10149107
US,2020-03-25 23:33:19,43,0,0,41.67169354,-91.58754744
US,2020-03-25 23:33:19,44,1,0,38.88548175,-94.82250877
US,2020-03-25 23:33:19,0,0,0,37.85106355,-82.8264322
US,2020-03-25 23:33:19,2,0,0,38.74719601,-93.80691168
US,2020-03-25 23:33:19,0,0,0,40.39257596,-96.26522753
US,2020-03-25 23:33:19,0,0,0,36.45523950000001,-81.84886538
US,2020-03-25 23:33:19,3,0,0,32.37877812,-97.36615819
US,2020-03-25 23:33:19,0,0,0,44.04057166,-106.58451740000001
US,2020-03-25 23:33:19,8,0,0,35.51745004,-78.36622717
US,2020-03-25 23:33:19,0,0,0,34.31440473,-96.66011537
US,2020-03-25 23:33:19,1,0,0,33.02512137,-83.56019163
US,2020-03-25 23:33:19,0,0,0,42.12118609,-91.13139641
US,2020-03-25 23:33:19,1,0,0,31.62257767,-89.16896899999998
US,2020-03-25 23:33:19,0,0,0,35.02254606,-77.35870791
US,2020-03-25 23:33:19,0,0,0,43.96278565,-100.6940008
US,2020-03-25 23:33:19,0,0,0,32.73997145,-99.87861576
US,2020-03-25 23:33:19,2,0,0,42.3665549,-123.5561938
US,2020-03-25 23:33:19,0,0,0,39.70208397,-112.78092450000001
US,2020-03-25 23:33:19,0,0,0,47.04581276,-110.26606880000001
US,2020-03-25 23:33:19,2,0,0,58.45031811,-134.200436
US,2020-03-25 23:33:19,0,0,0,43.92456975,-90.11120239
US,2020-03-25 23:33:19,1,0,0,40.53358749,-77.39975129999998
US,2020-03-25 23:33:19,5,0,0,42.24542231,-85.53038622
US,2020-03-25 23:33:19,0,0,0,21.17882515,-156.9583592
US,2020-03-25 23:33:19,2,0,0,44.68512729,-85.09085699
US,2020-03-25 23:33:19,0,0,0,45.9459309,-93.29275192
US,2020-03-25 23:33:19,4,0,0,38.33860077,-81.52857054
US,2020-03-25 23:33:19,0,0,0,45.1526059,-95.00586446
US,2020-03-25 23:33:19,38,1,0,41.93842729,-88.42861412
US,2020-03-25 23:33:19,0,0,0,37.28507306,-111.88617520000001
US,2020-03-25 23:33:19,6,0,0,41.13746989,-87.86205334
US,2020-03-25 23:33:19,43,0,0,39.0997,-94.5786
US,2020-03-25 23:33:19,0,0,0,28.90705334,-97.85960149
US,2020-03-25 23:33:19,1,0,0,22.03935037,-159.5966786
US,2020-03-25 23:33:19,2,0,0,32.599141700000004,-96.28734728
US,2020-03-25 23:33:19,5,0,0,36.81799745,-97.14421435
US,2020-03-25 23:33:19,0,0,0,40.50663314,-98.94877182
US,2020-03-25 23:33:19,0,0,0,38.00017981,-101.32168100000001
US,2020-03-25 23:33:19,0,0,0,41.19930341,-101.66201640000001
US,2020-03-25 23:33:19,0,0,0,32.75462946,-88.64105766
US,2020-03-25 23:33:19,4,0,0,60.24429722,-151.53888840000005
US,2020-03-25 23:33:19,6,0,0,41.59081014,-88.42869583
US,2020-03-25 23:33:19,1,0,0,29.94414155,-98.7113588
US,2020-03-25 23:33:19,0,0,0,26.92601662,-97.66413984
US,2020-03-25 23:33:19,5,0,0,44.40759555,-69.76738544
US,2020-03-25 23:33:19,14,0,0,42.57639354,-88.04051686
US,2020-03-25 23:33:19,14,0,0,39.08646628,-75.56884914
US,2020-03-25 23:33:19,1,0,0,39.24976208,-76.04741541
US,2020-03-25 23:33:19,36,1,0,43.03197711,-85.54934642
US,2020-03-25 23:33:19,7,0,0,41.67106337,-71.57641596
US,2020-03-25 23:33:19,0,0,0,33.18104136,-100.7780939
US,2020-03-25 23:33:19,8,0,0,38.93950319,-84.53241199
US,2020-03-25 23:33:19,0,0,0,41.33649833,-92.1785067
US,2020-03-25 23:33:19,15,0,0,35.34329425,-118.72777959999999
US,2020-03-25 23:33:19,0,0,0,30.06040006,-99.34930144
US,2020-03-25 23:33:19,63,1,0,34.33988254,-80.58763164
US,2020-03-25 23:33:19,8,0,0,55.57445008,-130.975561
US,2020-03-25 23:33:19,0,0,0,44.51727459,-87.61468386
US,2020-03-25 23:33:19,0,0,0,47.63197653,-88.41434263
US,2020-03-25 23:33:19,0,0,0,42.87990694,-99.71343729
US,2020-03-25 23:33:19,0,0,0,46.97830064,-99.77507857
US,2020-03-25 23:33:19,0,0,0,41.19774275,-103.7148131
US,2020-03-25 23:33:19,0,0,0,30.48678918,-99.74856473
US,2020-03-25 23:33:19,0,0,0,33.61643847,-100.2558057
US,2020-03-25 23:33:19,1359,101,0,47.49137892,-121.8346131
US,2020-03-25 23:33:19,0,0,0,38.26818502,-77.15852768
US,2020-03-25 23:33:19,0,0,0,37.70965316,-77.09384941
US,2020-03-25 23:33:19,0,0,0,37.71044922,-76.88689628
US,2020-03-25 23:33:19,0,0,0,35.94530008,-97.94193268
US,2020-03-25 23:33:19,0,0,0,37.55909527,-98.13638678
US,2020-03-25 23:33:19,0,0,0,36.07409056,-119.8159973
US,2020-03-25 23:33:19,0,0,0,40.636182500000004,-73.94935552
US,2020-03-25 23:33:19,0,0,0,44.36956169,-97.4913945
US,2020-03-25 23:33:19,0,0,0,29.34967888,-100.41866379999999
US,2020-03-25 23:33:19,0,0,0,38.43260896,-102.7392145
US,2020-03-25 23:33:19,0,0,0,37.55848695,-99.2856537
US,2020-03-25 23:33:19,0,0,0,34.91671958,-98.97720696
US,2020-03-25 23:33:19,0,0,0,39.30497777,-102.60221990000001
US,2020-03-25 23:33:19,20,0,0,47.63479026,-122.6436061
US,2020-03-25 23:33:19,18,0,0,47.12521214,-120.67943899999999
US,2020-03-25 23:33:19,0,0,0,48.77754106,-96.78317184
US,2020-03-25 23:33:19,1,0,0,42.68762984,-121.64964609999998
US,2020-03-25 23:33:19,0,0,0,27.42435506,-97.69894948
US,2020-03-25 23:33:19,6,0,0,45.87325839,-120.7913598
US,2020-03-25 23:33:19,0,0,0,37.35388197,-82.94981134
US,2020-03-25 23:33:19,0,0,0,40.93148779,-90.21330340000002
US,2020-03-25 23:33:19,0,0,0,38.68861576,-87.4194665
US,2020-03-25 23:33:19,0,0,0,36.89225732,-83.85403396
US,2020-03-25 23:33:19,1,0,0,44.11486325,-69.10529169
US,2020-03-25 23:33:19,0,0,0,40.12699751,-92.14780832
US,2020-03-25 23:33:19,2,0,0,42.63758421,-97.89178836
US,2020-03-25 23:33:19,2,0,0,40.39830217,-82.42027563
US,2020-03-25 23:33:19,20,0,0,35.99508821,-83.94635435
US,2020-03-25 23:33:19,0,0,0,33.60519951,-99.74229059999999
US,2020-03-25 23:33:19,0,0,0,57.65529415,-153.7493579
US,2020-03-25 23:33:19,0,0,0,48.24539665,-93.78352843
US,2020-03-25 23:33:19,8,0,0,47.67282258,-116.7020872
US,2020-03-25 23:33:19,0,0,0,41.24521668,-85.86312322
US,2020-03-25 23:33:19,1,0,0,43.20405458,-94.20691791
US,2020-03-25 23:33:19,0,0,0,62.15429159999999,-163.39678830000003
US,2020-03-25 23:33:19,10,0,0,43.90632465,-91.11451093
US,2020-03-25 23:33:19,0,0,0,33.72854224,-113.98100290000001
US,2020-03-25 23:33:19,1,0,0,37.28632032,-107.8429014
US,2020-03-25 23:33:19,0,0,0,28.34453111,-99.09908775
US,2020-03-25 23:33:19,0,0,0,41.64232188,-85.42674232
US,2020-03-25 23:33:19,0,0,0,46.45681054,-98.53542355
US,2020-03-25 23:33:19,2,0,0,41.54366008,-86.74072188
US,2020-03-25 23:33:19,3,0,0,41.34426129999999,-88.88633881
US,2020-03-25 23:33:19,0,0,0,31.67884782,-92.15907765
US,2020-03-25 23:33:19,0,0,0,37.19113093,-95.29849679
US,2020-03-25 23:33:19,0,0,0,44.9973857,-96.17488219
US,2020-03-25 23:33:19,18,2,0,41.43564672,-75.60379201
US,2020-03-25 23:33:19,0,0,0,37.65896829,-92.5888493
US,2020-03-25 23:33:19,0,0,0,33.24116713,-93.60677071
US,2020-03-25 23:33:19,0,0,0,29.98484137,-83.18166636
US,2020-03-25 23:33:19,20,0,0,30.2049055,-92.06959876
US,2020-03-25 23:33:19,8,0,0,34.35687874,-89.48490961
US,2020-03-25 23:33:19,2,0,0,39.06986886,-93.78076396
US,2020-03-25 23:33:19,0,0,0,42.66005229,-90.1317729
US,2020-03-25 23:33:19,18,1,0,29.52470226,-90.40976986
US,2020-03-25 23:33:19,0,0,0,39.10124298,-122.75362439999999
US,2020-03-25 23:33:19,0,0,0,39.20278823,-106.35556969999999
US,2020-03-25 23:33:19,18,0,0,28.76202069,-81.7125123
US,2020-03-25 23:33:19,139,0,0,42.3224907,-88.00367925
US,2020-03-25 23:33:19,19,0,0,41.41874274,-87.38277575
US,2020-03-25 23:33:19,0,0,0,43.99050893,-85.802173
US,2020-03-25 23:33:19,0,0,0,47.64270764,-91.44557998
US,2020-03-25 23:33:19,0,0,0,47.64514965,-114.0898013
US,2020-03-25 23:33:19,14,0,0,41.69710807,-81.23676539
US,2020-03-25 23:33:19,0,0,0,42.79246693,-120.38501629999999
US,2020-03-25 23:33:19,0,0,0,44.02193107,-97.12926365
US,2020-03-25 23:33:19,0,0,0,36.34180170000001,-89.48921915
US,2020-03-25 23:33:19,0,0,0,58.62403337,-156.21405890000003
US,2020-03-25 23:33:19,0,0,0,48.77217001,-94.90274472
US,2020-03-25 23:33:19,1,0,0,33.77995024,-88.09668032
US,2020-03-25 23:33:19,3,0,0,33.07841647,-84.14263877
US,2020-03-25 23:33:19,2,0,0,31.20572971,-89.5077704
US,2020-03-25 23:33:19,1,0,0,33.66981763,-95.57404777
US,2020-03-25 23:33:19,0,0,0,34.06859623,-102.35162890000001
US,2020-03-25 23:33:19,4,0,0,44.60353043,-72.64356694
US,2020-03-25 23:33:19,0,0,0,31.19531316,-98.24206613
US,2020-03-25 23:33:19,3,0,0,40.78416049,-96.68777155
US,2020-03-25 23:33:19,12,0,0,40.03904563,-76.24770128
US,2020-03-25 23:33:19,6,0,0,34.68270843,-80.70513032
US,2020-03-25 23:33:19,0,0,0,37.71889653,-76.46400482
US,2020-03-25 23:33:19,0,0,0,39.933223299999995,-117.03970749999999
US,2020-03-25 23:33:19,0,0,0,38.48119447,-100.46607540000001
US,2020-03-25 23:33:19,5,1,0,43.93727035,-122.847753
US,2020-03-25 23:33:19,0,0,0,45.26271619,-89.07483625
US,2020-03-25 23:33:19,0,0,0,31.03828570000001,-83.06472457
US,2020-03-25 23:33:19,1,0,0,43.09052506,-83.22153148
US,2020-03-25 23:33:19,11,0,0,41.30702520000001,-104.6887497
US,2020-03-25 23:33:19,43,0,0,40.66671597,-105.4625784
US,2020-03-25 23:33:19,0,0,0,37.54567114,-85.70138352
US,2020-03-25 23:33:19,0,0,0,37.3153406,-104.03764579999999
US,2020-03-25 23:33:19,0,0,0,40.67311306,-120.59350990000002
US,2020-03-25 23:33:19,0,0,0,46.81587887,-116.71136979999999
US,2020-03-25 23:33:19,0,0,0,34.87844729,-95.25215049
US,2020-03-25 23:33:19,6,0,0,34.90171875,-87.65624729
US,2020-03-25 23:33:19,0,0,0,32.40419769,-88.66229662
US,2020-03-25 23:33:19,0,0,0,35.75893438,-89.63015909999999
US,2020-03-25 23:33:19,1,0,0,37.10975748,-84.11321779
US,2020-03-25 23:33:19,6,0,0,32.46325233,-82.92221316
US,2020-03-25 23:33:19,0,0,0,34.48244419,-82.00490796
US,2020-03-25 23:33:19,1,0,0,29.38508402,-96.93186692
US,2020-03-25 23:33:19,0,0,0,34.52041498,-87.31069453
US,2020-03-25 23:33:19,0,0,0,36.04188196,-91.10867198
US,2020-03-25 23:33:19,0,0,0,38.71987914,-87.72884035
US,2020-03-25 23:33:19,1,0,0,38.84112637,-86.48361629
