Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
US,2020-03-02T03:43:02,2,0,0,41.824,-71.4128
US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542
US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876
US,2020-03-05T20:33:03,2,0,0,37.7749,-122.4194
US,2020-03-03T00:43:02,2,0,0,37.563,-122.3255
US,2020-03-06T01:29:39,2,0,0,39.5912,-106.064
US,2020-03-03T03:03:02,2,0,0,45.547,-123.1386
Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924
Peru,2020-03-06T15:43:02,1,0,0,-9.19,-75.0152
US,2020-03-03T23:53:03,1,0,0,37.8715,-122.273
US,2020-03-06T16:13:15,1,0,0,35.7211,-79.1781
US,2020-03-05T20:53:03,1,0,0,36.0796,-115.094
US,2020-03-06T15:33:03,1,0,0,39.9078,-75.3879
US,2020-03-06T23:33:02,1,0,0,41.3148,-96.1951
US,2020-03-06T23:23:03,1,0,0,38.0606,-84.4803
US,2020-03-06T17:53:03,1,0,0,34.2829,-85.2308
US,2020-03-05T01:16:59,1,0,0,29.5693,-95.8143
US,2020-03-05T20:23:07,1,0,0,47.1981,-119.3732
US,2020-02-21T05:13:09,1,0,0,40.745,-123.8695
US,2020-03-03T15:53:03,1,0,1,43.0731,-89.4012
US,2020-03-06T17:13:12,1,0,0,39.8362,-86.1752
US,2020-03-06T01:29:39,1,0,0,42.4672,-71.2874
US,2020-03-06T14:43:15,1,0,0,40.6546,-73.5594
US,2020-03-06T02:33:03,1,0,0,42.1615,-70.7928
US,2020-03-06T23:23:03,1,0,0,44.9964,-93.0616
US,2020-02-13T18:53:02,1,0,0,29.4241,-98.4936
US,2020-03-05T20:03:03,1,0,0,30.769000000000002,-86.9824
US,2020-03-02T03:23:06,1,0,0,27.3364,-82.5307
US,2020-03-02T20:53:02,1,0,0,38.578,-122.9888
US,2020-02-25T21:23:03,1,0,1,33.4255,-111.94
US,2020-03-02T20:23:16,1,0,0,45.775,-118.7606
US,2020-03-03T20:53:02,1,0,0,35.8032,-78.5661
US,2020-03-06T19:43:02,1,0,0,40.5608,-119.6035
US,2020-03-06T16:13:15,1,0,0,41.6739,-75.2479
US,2020-03-05T23:33:03,1,0,0,35.9179,-86.8622
US,2020-03-06T20:13:14,1,0,0,38.7646,-121.9018
US,2020-02-24T23:33:02,0,0,0,29.3829,-98.6134
US,2020-02-24T23:33:02,0,0,0,41.2545,-95.9758
US,2020-02-24T23:33:02,0,0,0,38.2721,-121.9399
Mainland China,2020-03-07T11:13:04,67666,2959,43500,30.9756,112.2707
South Korea,2020-03-07T10:13:22,7041,44,135,36.0,128.0
Italy,2020-03-07T17:33:03,5883,233,589,43.0,12.0
Iran,2020-03-07T17:43:05,5823,145,1669,32.0,53.0
Mainland China,2020-03-07T10:43:02,1352,7,1237,23.3417,113.4244
Mainland China,2020-03-07T11:23:10,1272,22,1244,33.882,113.61399999999999
Mainland China,2020-03-07T09:03:05,1215,1,1154,29.1832,120.0934
Mainland China,2020-03-07T09:03:05,1018,4,960,27.6104,111.7088
Mainland China,2020-03-06T03:23:06,990,6,979,31.8257,117.2264
Mainland China,2020-03-07T01:13:18,935,1,916,27.614,115.7221
Mainland China,2020-03-07T13:03:05,758,6,627,36.3427,118.1498
Mainland China,2020-03-07T14:53:02,631,0,606,32.9711,119.455
Mainland China,2020-03-07T23:23:02,576,6,526,30.0572,107.874
Mainland China,2020-03-07T13:03:05,539,3,454,30.6171,102.7103
Mainland China,2020-03-07T09:03:05,481,13,403,47.861999999999995,127.7615
Mainland China,2020-03-07T01:03:05,426,8,303,40.1824,116.4142
Mainland China,2020-03-07T03:53:03,342,3,313,31.201999999999998,121.4491
Mainland China,2020-03-07T13:03:05,318,6,307,38.0428,114.5149
Mainland China,2020-03-07T13:03:05,296,1,295,26.0789,117.9874
Mainland China,2020-03-07T14:53:02,252,2,218,23.8298,108.7881
Mainland China,2020-03-06T10:23:03,245,1,226,35.1917,108.8701
UK,2020-03-07T17:43:05,206,2,18,55.0,-3.0
Mainland China,2020-03-06T03:23:06,174,2,170,24.974,101.48700000000001
Mainland China,2020-03-05T06:13:10,168,6,158,19.1959,109.7453
Mainland China,2020-03-07T00:43:01,146,2,115,26.8154,106.8748
Singapore,2020-03-07T17:53:03,138,0,78,1.2833,103.8333
Mainland China,2020-03-05T03:33:27,136,3,128,39.3054,117.323
Mainland China,2020-03-05T14:53:03,133,0,126,37.5777,112.2922
Mainland China,2020-03-07T14:53:02,125,1,107,41.2956,122.6085
Mainland China,2020-03-07T15:03:06,120,2,87,36.0611,103.8343
Mainland China,2020-03-06T10:23:03,93,1,90,43.6661,126.1923
Mainland China,2020-03-07T09:03:05,76,3,72,41.1129,85.2401
Mainland China,2020-03-07T03:43:01,75,1,67,44.0935,113.9448
Mainland China,2020-03-06T12:53:03,75,0,71,37.2692,106.1655
US,2020-03-07T20:23:03,71,15,1,47.548,-121.9836
US,2020-03-07T18:23:05,57,0,0,41.122,-73.7949
US,2020-03-02T19:53:03,45,0,0,35.4437,139.638
India,2020-03-07T18:13:27,34,0,3,21.0,78.0
US,2020-03-07T23:43:03,32,0,1,37.3541,-121.9552
US,2020-03-07T20:23:03,27,1,0,48.033,-121.8339
US,2020-03-07T01:33:02,21,0,0,37.6489,-122.6655
Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956
US,2020-03-07T23:53:03,14,0,0,34.0522,-118.2437
US,2020-03-07T18:23:05,11,0,0,40.7128,-74.006
US,2020-03-07T23:53:03,9,0,0,37.7749,-122.4194
US,2020-03-07T01:53:03,6,0,2,41.7377,-87.6976
New Zealand,2020-03-07T02:03:29,5,0,0,-40.9006,174.886
US,2020-03-07T05:13:03,5,0,0,29.7752,-95.3103
US,2020-03-06T23:13:07,5,1,0,39.0916,-120.8039
US,2020-03-06T00:33:03,5,0,0,47.7511,-120.7401
US,2020-03-07T02:53:02,4,0,0,40.9263,-74.077
US,2020-03-07T00:03:28,4,0,0,40.6546,-73.5594
US,2020-03-06T19:43:02,3,0,0,37.8534,-121.9018
US,2020-03-07T01:53:03,3,0,0,39.2587,-104.9389
US,2020-03-07T02:03:30,3,0,0,29.5693,-95.8143
US,2020-03-07T16:53:03,3,0,0,33.8034,-84.3963
US,2020-03-07T19:53:02,3,0,1,33.2918,-112.4291
US,2020-03-06T04:03:17,3,0,0,39.1547,-77.2405
US,2020-03-04T02:13:11,3,0,0,33.7879,-117.8531
US,2020-03-07T02:23:08,3,0,0,41.8882,-71.4774
US,2020-03-05T20:33:03,3,0,1,32.7157,-117.1611
US,2020-03-06T18:33:03,3,0,1,42.3601,-71.0589
US,2020-03-07T20:13:14,3,0,0,45.547,-123.1386
US,2020-03-06T18:33:03,2,0,0,42.1767,-71.1449
US,2020-03-07T13:13:14,2,0,0,37.6017,-121.7195
US,2020-03-07T04:43:02,2,0,0,26.1901,-80.3659
US,2020-03-06T23:33:02,2,0,0,39.7392,-104.9903
US,2020-03-07T20:13:14,2,0,0,41.256,-73.3709
US,2020-03-07T16:53:03,2,0,0,34.2829,-85.2308
US,2020-03-03T23:33:03,2,0,0,43.9088,-71.82600000000001
US,2020-03-03T18:33:02,2,0,0,27.9904,-82.3018
US,2020-03-07T16:43:02,2,0,0,26.663,-81.9535
US,2020-03-07T17:13:23,2,0,0,32.8162,-111.2845
US,2020-03-07T16:43:02,2,0,0,41.1489,-73.983
US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542
US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876
US,2020-03-03T00:43:02,2,0,0,37.563,-122.3255
US,2020-03-07T18:23:05,2,0,0,43.0324,-73.936
US,2020-03-06T01:29:39,2,0,0,39.5912,-106.064
Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924
Peru,2020-03-06T15:43:02,1,0,0,-9.19,-75.0152
US,2020-03-07T01:53:03,1,0,0,32.7957,-79.7848
US,2020-03-06T16:13:15,1,0,0,35.7211,-79.1781
US,2020-03-05T20:53:03,1,0,0,36.0796,-115.094
US,2020-03-07T20:03:07,1,0,0,45.7466,-122.5194
US,2020-03-07T16:53:03,1,0,0,33.8999,-84.5641
US,2020-03-07T04:43:02,1,0,0,40.9629,-112.0953
US,2020-03-06T15:33:03,1,0,0,39.9078,-75.3879
US,2020-03-06T23:33:02,1,0,0,41.3148,-96.1951
US,2020-03-07T01:13:21,1,0,0,38.9108,-104.4723
US,2020-03-06T23:23:03,1,0,0,38.0606,-84.4803
US,2020-03-05T20:23:07,1,0,0,47.1981,-119.3732
US,2020-03-07T02:03:30,1,0,0,21.307,-157.8584
US,2020-02-21T05:13:09,1,0,0,40.745,-123.8695
US,2020-03-07T20:03:06,1,0,0,42.3345,-122.7647
US,2020-03-07T16:43:02,1,0,0,47.7425,-123.304
US,2020-03-07T02:03:30,1,0,0,34.3672,-80.5883
US,2020-03-07T20:13:14,1,0,0,42.6953,-121.6142
US,2020-03-07T20:13:14,1,0,0,37.2519,-119.6963
US,2020-03-03T15:53:03,1,0,1,43.0731,-89.4012
US,2020-03-06T17:13:12,1,0,0,39.8362,-86.1752
US,2020-03-07T03:53:03,1,0,0,41.912,-70.7168
US,2020-03-07T03:13:44,1,0,0,47.0676,-122.1295
US,2020-03-07T03:53:03,1,0,0,42.1615,-70.7928
US,2020-03-06T23:23:03,1,0,0,44.9964,-93.0616
US,2020-02-13T18:53:02,1,0,0,29.4241,-98.4936
US,2020-03-07T23:43:03,1,0,0,36.9741,-122.0308
US,2020-03-05T20:03:03,1,0,0,30.769000000000002,-86.9824
US,2020-03-02T03:23:06,1,0,0,27.3364,-82.5307
US,2020-03-02T20:53:02,1,0,0,38.578,-122.9888
US,2020-03-07T04:43:02,1,0,0,36.1593,-95.941
US,2020-03-02T20:23:16,1,0,0,45.775,-118.7606
US,2020-03-03T20:53:02,1,0,0,35.8032,-78.5661
US,2020-03-06T19:43:02,1,0,0,40.5608,-119.6035
US,2020-03-06T16:13:15,1,0,0,41.6739,-75.2479
US,2020-03-05T23:33:03,1,0,0,35.9179,-86.8622
US,2020-03-06T20:13:14,1,0,0,38.7646,-121.9018
US,2020-02-24T23:33:02,0,0,0,29.3829,-98.6134
US,2020-03-07T19:53:02,0,0,0,30.3213,-95.4778
US,2020-02-24T23:33:02,0,0,0,41.2545,-95.9758
US,2020-02-24T23:33:02,0,0,0,38.2721,-121.9399
Mainland China,2020-03-08T14:43:03,67707,2986,45235,30.9756,112.2707
Italy,2020-03-08T18:03:04,7375,366,622,43.0,12.0
South Korea,2020-03-08T12:53:03,7314,50,118,36.0,128.0
Iran,2020-03-08T11:03:30,6566,194,2134,32.0,53.0
Mainland China,2020-03-08T14:43:03,1352,7,1256,23.3417,113.4244
Mainland China,2020-03-08T05:03:02,1272,22,1247,33.882,113.61399999999999
Mainland China,2020-03-08T09:03:04,1215,1,1161,29.1832,120.0934
Mainland China,2020-03-08T12:53:03,1018,4,968,27.6104,111.7088
Mainland China,2020-03-08T05:13:06,990,6,984,31.8257,117.2264
Mainland China,2020-03-08T06:53:04,935,1,919,27.614,115.7221
Mainland China,2020-03-08T10:03:11,758,6,642,36.3427,118.1498
Mainland China,2020-03-08T09:23:05,631,0,612,32.9711,119.455
Mainland China,2020-03-08T23:23:03,576,6,527,30.0572,107.874
Mainland China,2020-03-08T12:53:03,539,3,464,30.6171,102.7103
Mainland China,2020-03-08T14:43:03,481,13,412,47.861999999999995,127.7615
Mainland China,2020-03-08T01:23:07,428,8,308,40.1824,116.4142
Mainland China,2020-03-08T04:33:02,342,3,314,31.201999999999998,121.4491
Mainland China,2020-03-07T13:03:05,318,6,307,38.0428,114.5149
Mainland China,2020-03-07T13:03:05,296,1,295,26.0789,117.9874
UK,2020-03-08T22:03:10,273,3,18,55.0,-3.0
Mainland China,2020-03-08T00:23:02,252,2,223,23.8298,108.7881
Mainland China,2020-03-08T14:43:03,245,1,227,35.1917,108.8701
Mainland China,2020-03-06T03:23:06,174,2,170,24.974,101.48700000000001
Mainland China,2020-03-08T04:33:02,168,6,159,19.1959,109.7453
Singapore,2020-03-08T13:33:13,150,0,78,1.2833,103.8333
Mainland China,2020-03-08T01:13:11,146,2,117,26.8154,106.8748
Mainland China,2020-03-05T03:33:27,136,3,128,39.3054,117.323
Mainland China,2020-03-05T14:53:03,133,0,126,37.5777,112.2922
Mainland China,2020-03-08T05:13:06,125,1,109,41.2956,122.6085
Mainland China,2020-03-08T14:33:06,124,2,87,36.0611,103.8343
Mainland China,2020-03-06T10:23:03,93,1,90,43.6661,126.1923
US,2020-03-08T20:23:09,83,17,1,47.548,-121.9836
US,2020-03-08T18:03:07,83,0,0,41.122,-73.7949
Mainland China,2020-03-08T05:33:02,76,3,73,41.1129,85.2401
Mainland China,2020-03-08T05:13:06,75,1,70,44.0935,113.9448
Mainland China,2020-03-06T12:53:03,75,0,71,37.2692,106.1655
US,2020-03-02T19:53:03,45,0,0,35.4437,139.638
India,2020-03-08T09:23:05,39,0,3,21.0,78.0
US,2020-03-08T21:23:03,38,0,1,37.3541,-121.9552
US,2020-03-08T21:43:03,31,1,0,48.033,-121.8339
US,2020-03-07T01:33:02,21,0,0,37.6489,-122.6655
Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956
US,2020-03-08T01:13:48,14,0,0,34.0522,-118.2437
US,2020-03-08T21:43:03,12,0,0,37.8534,-121.9018
US,2020-03-08T04:13:22,12,0,0,40.7128,-74.006
US,2020-03-08T01:23:12,9,0,0,37.7749,-122.4194
US,2020-03-08T21:13:14,8,0,1,42.3601,-71.0589
US,2020-03-08T19:43:03,8,0,0,45.547,-123.1386
US,2020-03-08T20:23:09,7,0,2,41.7377,-87.6976
US,2020-03-08T21:13:12,7,0,0,42.4672,-71.2874
Peru,2020-03-08T05:23:03,6,0,0,-9.19,-75.0152
US,2020-03-08T17:33:03,6,0,0,29.5693,-95.8143
US,2020-03-08T21:13:14,6,0,0,42.1767,-71.1449
New Zealand,2020-03-07T02:03:29,5,0,0,-40.9006,174.886
US,2020-03-07T05:13:03,5,0,0,29.7752,-95.3103
US,2020-03-08T16:03:05,5,0,0,40.6546,-73.5594
US,2020-03-06T23:13:07,5,1,0,39.0916,-120.8039
US,2020-03-06T00:33:03,5,0,0,47.7511,-120.7401
US,2020-03-08T21:23:03,4,0,0,40.9263,-74.077
US,2020-03-08T17:53:03,4,0,0,43.9088,-71.82600000000001
US,2020-03-08T21:53:04,4,0,0,39.1547,-77.2405
US,2020-03-08T21:43:03,4,0,0,40.229,-75.3879
US,2020-03-08T21:43:03,4,0,0,47.0676,-122.1295
US,2020-03-07T01:53:03,3,0,0,39.2587,-104.9389
US,2020-03-07T16:53:03,3,0,0,33.8034,-84.3963
US,2020-03-07T19:53:02,3,0,1,33.2918,-112.4291
US,2020-03-04T02:13:11,3,0,0,33.7879,-117.8531
US,2020-03-07T02:23:08,3,0,0,41.8882,-71.4774
US,2020-03-05T20:33:03,3,0,1,32.7157,-117.1611
US,2020-03-07T13:13:14,2,0,0,37.6017,-121.7195
US,2020-03-07T04:43:02,2,0,0,26.1901,-80.3659
US,2020-03-08T21:43:03,2,0,0,36.0796,-115.094
US,2020-03-06T23:33:02,2,0,0,39.7392,-104.9903
US,2020-03-08T21:33:02,2,0,0,38.9085,-77.2405
US,2020-03-03T18:33:02,2,0,0,27.9904,-82.3018
US,2020-03-08T00:13:16,2,0,0,42.3345,-122.7647
US,2020-03-08T15:33:04,2,1,0,26.663,-81.9535
US,2020-03-07T17:13:23,2,0,0,32.8162,-111.2845
US,2020-03-08T17:53:03,2,0,0,42.9931,-71.0498
US,2020-03-07T16:43:02,2,0,0,41.1489,-73.983
US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542
US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876
US,2020-03-03T00:43:02,2,0,0,37.563,-122.3255
US,2020-03-07T18:23:05,2,0,0,43.0324,-73.936
US,2020-03-06T01:29:39,2,0,0,39.5912,-106.064
US,2020-03-08T13:53:03,2,0,0,38.9072,-77.0369
US,2020-03-08T21:43:03,2,0,0,40.5608,-119.6035
Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924
US,2020-03-08T00:43:03,1,0,0,42.3118,-73.1822
US,2020-03-07T01:53:03,1,0,0,32.7957,-79.7848
US,2020-03-06T16:13:15,1,0,0,35.7211,-79.1781
US,2020-03-07T20:03:07,1,0,0,45.7466,-122.5194
US,2020-03-07T16:53:03,1,0,0,33.8999,-84.5641
US,2020-03-08T18:03:06,1,0,0,36.1343,-86.822
US,2020-03-07T04:43:02,1,0,0,40.9629,-112.0953
US,2020-03-06T15:33:03,1,0,0,39.9078,-75.3879
US,2020-03-06T23:33:02,1,0,0,41.3148,-96.1951
US,2020-03-08T19:53:03,1,0,0,43.1261,-123.2492
US,2020-03-07T01:13:21,1,0,0,38.9108,-104.4723
US,2020-03-08T21:23:03,1,0,0,41.256,-73.3709
US,2020-03-06T23:23:03,1,0,0,38.0606,-84.4803
US,2020-03-08T04:23:15,1,0,0,36.9859,-119.2321
US,2020-03-05T20:23:07,1,0,0,47.1981,-119.3732
US,2020-03-08T21:53:03,1,0,0,39.5839,-76.3637
US,2020-03-08T19:33:03,1,0,0,39.8065,-86.5401
US,2020-03-07T02:03:30,1,0,0,21.307,-157.8584
US,2020-03-08T19:43:03,1,0,0,40.7453,-74.0535
US,2020-02-21T05:13:09,1,0,0,40.745,-123.8695
US,2020-03-07T16:43:02,1,0,0,47.7425,-123.304
US,2020-03-08T00:33:02,1,0,0,38.8454,-94.8521
US,2020-03-07T02:03:30,1,0,0,34.3672,-80.5883
US,2020-03-08T00:43:03,1,0,0,47.175,-120.9319
US,2020-03-07T20:13:14,1,0,0,42.6953,-121.6142
US,2020-03-07T20:13:14,1,0,0,37.2519,-119.6963
US,2020-03-03T15:53:03,1,0,1,43.0731,-89.4012
US,2020-03-08T06:23:05,1,0,0,27.4799,-82.3452
US,2020-03-06T17:13:12,1,0,0,39.8362,-86.1752
US,2020-03-08T19:43:03,1,0,0,44.8446,-122.5927
US,2020-03-08T03:03:08,1,0,0,30.5773,-86.6611
US,2020-03-07T03:53:03,1,0,0,42.1615,-70.7928
US,2020-03-08T04:13:22,1,0,0,34.0132,-85.1479
US,2020-03-06T23:23:03,1,0,0,44.9964,-93.0616
US,2020-03-08T10:33:03,1,0,0,33.9533,-117.3961
US,2020-02-13T18:53:02,1,0,0,29.4241,-98.4936
US,2020-03-08T15:33:04,1,1,0,30.769000000000002,-86.9824
US,2020-03-02T03:23:06,1,0,0,27.3364,-82.5307
US,2020-03-08T16:13:36,1,0,0,35.1269,-89.9253
US,2020-03-02T20:53:02,1,0,0,38.578,-122.9888
US,2020-03-08T21:53:04,1,0,0,47.6587,-117.4225
US,2020-03-08T11:23:08,1,0,0,38.6103,-90.4125
US,2020-03-08T16:03:05,1,0,0,40.9849,-72.6151
US,2020-03-07T04:43:02,1,0,0,36.1593,-95.941
US,2020-03-08T16:23:07,1,0,0,41.8586,-74.3118
US,2020-03-02T20:23:16,1,0,0,45.775,-118.7606
US,2020-03-08T06:23:05,1,0,0,44.3378,-72.7563
US,2020-03-08T21:23:03,1,0,0,42.4072,-71.3824
US,2020-03-08T03:03:08,1,0,0,29.028000000000002,-81.0755
US,2020-03-03T20:53:02,1,0,0,35.8032,-78.5661
US,2020-03-06T16:13:15,1,0,0,41.6739,-75.2479
US,2020-03-05T23:33:03,1,0,0,35.9179,-86.8622
US,2020-03-06T20:13:14,1,0,0,38.7646,-121.9018
US,2020-02-24T23:33:02,0,0,0,29.3829,-98.6134
US,2020-03-07T19:53:02,0,0,0,30.3213,-95.4778
US,2020-02-24T23:33:02,0,0,0,41.2545,-95.9758
US,2020-02-24T23:33:02,0,0,0,38.2721,-121.9399
Mainland China,2020-03-09T14:33:03,67743,3008,46488,30.9756,112.2707
Italy,2020-03-09T18:13:11,9172,463,724,43.0,12.0
South Korea,2020-03-09T09:03:03,7478,53,118,36.0,128.0
Iran,2020-03-09T10:53:03,7161,237,2394,32.0,53.0
Mainland China,2020-03-09T01:43:01,1352,8,1260,23.3417,113.4244
Mainland China,2020-03-08T05:03:02,1272,22,1247,33.882,113.61399999999999
Mainland China,2020-03-09T09:43:03,1215,1,1176,29.1832,120.0934
Mainland China,2020-03-09T01:33:06,1018,4,979,27.6104,111.7088
Mainland China,2020-03-08T05:13:06,990,6,984,31.8257,117.2264
Mainland China,2020-03-09T01:53:01,935,1,923,27.614,115.7221
Mainland China,2020-03-09T10:13:06,758,6,700,36.3427,118.1498
Mainland China,2020-03-09T08:53:03,631,0,621,32.9711,119.455
Mainland China,2020-03-09T23:13:03,576,6,542,30.0572,107.874
Mainland China,2020-03-09T08:53:03,539,3,466,30.6171,102.7103
Mainland China,2020-03-09T14:33:03,481,13,430,47.861999999999995,127.7615
Mainland China,2020-03-09T01:53:01,428,8,315,40.1824,116.4142
Mainland China,2020-03-09T04:03:11,342,3,315,31.201999999999998,121.4491
UK,2020-03-09T18:33:03,321,4,18,55.0,-3.0
Mainland China,2020-03-07T13:03:05,318,6,307,38.0428,114.5149
Mainland China,2020-03-07T13:03:05,296,1,295,26.0789,117.9874
Mainland China,2020-03-09T00:23:09,252,2,230,23.8298,108.7881
Mainland China,2020-03-08T14:43:03,245,1,227,35.1917,108.8701
Mainland China,2020-03-06T03:23:06,174,2,170,24.974,101.48700000000001
Mainland China,2020-03-08T04:33:02,168,6,159,19.1959,109.7453
Singapore,2020-03-08T13:33:13,150,0,78,1.2833,103.8333
Mainland China,2020-03-09T01:13:05,146,2,123,26.8154,106.8748
Mainland China,2020-03-09T10:13:06,136,3,130,39.3054,117.323
Mainland China,2020-03-09T11:43:02,133,0,127,37.5777,112.2922
Mainland China,2020-03-08T05:13:06,125,1,109,41.2956,122.6085
Mainland China,2020-03-09T14:33:03,124,2,88,36.0611,103.8343
US,2020-03-09T17:13:16,98,0,0,41.122,-73.7949
Mainland China,2020-03-09T14:33:03,93,1,91,43.6661,126.1923
US,2020-03-08T20:23:09,83,17,1,47.548,-121.9836
Mainland China,2020-03-08T05:33:02,76,3,73,41.1129,85.2401
Mainland China,2020-03-08T05:13:06,75,1,70,44.0935,113.9448
Mainland China,2020-03-06T12:53:03,75,0,71,37.2692,106.1655
US,2020-03-02T19:53:03,45,0,0,35.4437,139.638
India,2020-03-09T09:13:17,43,0,3,21.0,78.0
US,2020-03-08T21:23:03,38,0,1,37.3541,-121.9552
US,2020-03-08T21:43:03,31,1,0,48.033,-121.8339
US,2020-03-07T01:33:02,21,0,0,37.6489,-122.6655
US,2020-03-09T17:13:16,19,0,0,40.7128,-74.006
Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956
US,2020-03-09T17:13:14,17,0,0,40.6546,-73.5594
US,2020-03-08T01:13:48,14,0,0,34.0522,-118.2437
US,2020-03-08T21:43:03,12,0,0,37.8534,-121.9018
US,2020-03-08T01:23:12,9,0,0,37.7749,-122.4194
US,2020-03-08T21:13:14,8,0,1,42.3601,-71.0589
US,2020-03-08T19:43:03,8,0,0,45.547,-123.1386
Peru,2020-03-09T10:13:23,7,0,0,-9.19,-75.0152
US,2020-03-08T20:23:09,7,0,2,41.7377,-87.6976
US,2020-03-08T21:13:12,7,0,0,42.4672,-71.2874
US,2020-03-09T08:23:03,7,1,0,39.0916,-120.8039
US,2020-03-08T17:33:03,6,0,0,29.5693,-95.8143
US,2020-03-09T09:13:19,6,0,0,29.7752,-95.3103
US,2020-03-08T21:13:14,6,0,0,42.1767,-71.1449
New Zealand,2020-03-07T02:03:29,5,0,0,-40.9006,174.886
US,2020-03-09T18:53:13,5,0,0,33.8034,-84.3963
US,2020-03-09T18:33:03,5,0,0,40.229,-75.3879
US,2020-03-06T00:33:03,5,0,0,47.7511,-120.7401
US,2020-03-08T21:23:03,4,0,0,40.9263,-74.077
US,2020-03-08T17:53:03,4,0,0,43.9088,-71.82600000000001
US,2020-03-09T00:03:07,4,0,0,34.3672,-80.5883
US,2020-03-08T21:53:04,4,0,0,39.1547,-77.2405
US,2020-03-09T00:23:10,4,0,0,33.7879,-117.8531
US,2020-03-08T21:43:03,4,0,0,47.0676,-122.1295
US,2020-03-09T17:33:13,4,0,0,41.1489,-73.983
US,2020-03-09T08:53:03,3,0,0,26.1901,-80.3659
US,2020-03-09T03:53:03,3,0,0,33.8999,-84.5641
US,2020-03-07T01:53:03,3,0,0,39.2587,-104.9389
US,2020-03-09T00:53:03,3,0,0,41.3148,-96.1951
US,2020-03-09T08:43:03,3,0,0,41.6699,-91.5984
US,2020-03-07T19:53:02,3,0,1,33.2918,-112.4291
US,2020-03-07T02:23:08,3,0,0,41.8882,-71.4774
US,2020-03-05T20:33:03,3,0,1,32.7157,-117.1611
US,2020-03-09T12:03:07,3,0,0,38.578,-122.9888
US,2020-03-07T13:13:14,2,0,0,37.6017,-121.7195
US,2020-03-08T21:43:03,2,0,0,36.0796,-115.094
US,2020-03-06T23:33:02,2,0,0,39.7392,-104.9903
US,2020-03-08T21:33:02,2,0,0,38.9085,-77.2405
US,2020-03-09T08:43:03,2,0,0,38.4333,-84.3542
US,2020-03-09T08:23:03,2,0,0,39.8065,-86.5401
US,2020-03-03T18:33:02,2,0,0,27.9904,-82.3018
US,2020-03-09T03:43:03,2,0,0,21.307,-157.8584
US,2020-03-08T00:13:16,2,0,0,42.3345,-122.7647
US,2020-03-08T15:33:04,2,1,0,26.663,-81.9535
US,2020-03-09T08:53:03,2,0,0,27.4799,-82.3452
US,2020-03-07T17:13:23,2,0,0,32.8162,-111.2845
US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542
US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876
US,2020-03-03T00:43:02,2,0,0,37.563,-122.3255
US,2020-03-07T18:23:05,2,0,0,43.0324,-73.936
US,2020-03-06T01:29:39,2,0,0,39.5912,-106.064
US,2020-03-08T13:53:03,2,0,0,38.9072,-77.0369
US,2020-03-08T21:43:03,2,0,0,40.5608,-119.6035
Mainland China,2020-02-12T06:43:02,1,0,1,31.6927,88.0924
US,2020-03-09T08:53:03,1,0,0,43.0279,-73.135
US,2020-03-08T00:43:03,1,0,0,42.3118,-73.1822
US,2020-03-09T08:43:02,1,0,0,44.8254,-93.7842
US,2020-03-07T01:53:03,1,0,0,32.7957,-79.7848
US,2020-03-09T08:53:03,1,0,0,26.8946,-81.9098
US,2020-03-06T16:13:15,1,0,0,35.7211,-79.1781
US,2020-03-09T03:53:03,1,0,0,34.2515,-84.4803
US,2020-03-07T20:03:07,1,0,0,45.7466,-122.5194
US,2020-03-09T18:53:13,1,0,0,33.1795,-96.493
US,2020-03-08T18:03:06,1,0,0,36.1343,-86.822
US,2020-03-07T04:43:02,1,0,0,40.9629,-112.0953
US,2020-03-06T15:33:03,1,0,0,39.9078,-75.3879
US,2020-03-08T19:53:03,1,0,0,43.1261,-123.2492
US,2020-03-07T01:13:21,1,0,0,38.9108,-104.4723
US,2020-03-08T21:23:03,1,0,0,41.256,-73.3709
US,2020-03-06T23:23:03,1,0,0,38.0606,-84.4803
US,2020-03-08T04:23:15,1,0,0,36.9859,-119.2321
US,2020-03-09T08:43:03,1,1,0,47.1981,-119.3732
US,2020-03-08T21:53:03,1,0,0,39.5839,-76.3637
US,2020-03-08T19:43:03,1,0,0,40.7453,-74.0535
US,2020-02-21T05:13:09,1,0,0,40.745,-123.8695
US,2020-03-09T00:23:10,1,0,0,38.1938,-85.6435
US,2020-03-07T16:43:02,1,0,0,47.7425,-123.304
US,2020-03-09T18:53:13,1,0,0,29.6499,-90.1121
US,2020-03-08T00:33:02,1,0,0,38.8454,-94.8521
US,2020-03-08T00:43:03,1,0,0,47.175,-120.9319
